bodyPart,equipment,level,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
upper legs,smith machine,Principiante,0750,sentadilla en silla Smith,quads,glutes,hamstrings,Ajuste la altura de la barra de la máquina Smith a una posición cómoda.,Párese con los pies separados al ancho de los hombros y los dedos ligeramente hacia afuera.,"Coloca la barra sobre la parte superior de la espalda, apoyándola sobre los trapecios.",Contraiga el centro del cuerpo y mantenga el pecho erguido mientras baja lentamente el cuerpo doblando las rodillas y las caderas.,Continúa bajando hasta que tus muslos estén paralelos al suelo o tan abajo como puedas llegar cómodamente.,"Haz una pausa por un momento, luego empuja con los talones para volver a la posición inicial.",calves,Repita el número de repeticiones deseado.,,,,,,,
upper arms,smith machine,Principiante,0751,Press de banca con agarre cerrado Smith,triceps,chest,shoulders,Ajuste la altura del asiento y colóquese en el banco con los pies apoyados en el suelo.,"Sujete la barra con un agarre firme, con los brazos ligeramente más separados que el ancho de los hombros.","Baje la barra hacia el pecho, manteniendo los codos cerca del cuerpo.","Haz una pausa por un momento en la parte inferior, luego empuja la barra hacia arriba hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,,
upper legs,smith machine,Principiante,0752,peso muerto de Smith,glutes,hamstrings,quadriceps,Coloque la máquina Smith con la barra a la altura de la cadera.,Párese con los pies separados al ancho de los hombros y con los dedos de los pies apuntando ligeramente hacia afuera.,"Dobla las caderas y las rodillas, manteniendo la espalda recta y el pecho erguido, y sujeta la barra con un agarre por encima de la mano y con una separación ligeramente mayor que el ancho de los hombros.","Contraiga el centro del cuerpo y levante la barra extendiendo las caderas y las rodillas, manteniendo la barra cerca del cuerpo.","Ponte de pie, con la espalda recta y las caderas extendidas hasta las rodillas.","Baje la barra nuevamente doblando las caderas y las rodillas, manteniendo el control y la espalda recta.",lower back,Repita el número de repeticiones deseado.,,,,,,,
chest,smith machine,Principiante,0753,Press de banca declinado Smith,pectorals,triceps,shoulders,Ajuste el banco declinado al ángulo deseado.,Acuéstese en el banco con los pies asegurados debajo de las almohadillas.,Sujete la barra con un agarre por encima de la mano y con una separación ligeramente mayor que el ancho de los hombros.,"Saque la barra del soporte y bájela lentamente hacia el pecho, manteniendo los codos pegados al cuerpo.","Haz una pausa por un momento en la parte inferior, luego empuja la barra hacia arriba hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,
chest,smith machine,Principiante,0754,Press declinado con agarre inverso de Smith,pectorals,triceps,shoulders,Ajuste la máquina Smith a una posición de declive.,Acuéstese en el banco con los pies asegurados debajo de las almohadillas.,"Sujete la barra con un agarre inverso, con las manos ligeramente más separadas que el ancho de los hombros.","Saca la barra del soporte y bájala hacia el pecho, manteniendo los codos pegados al cuerpo.","Haz una pausa por un momento en la parte inferior, luego empuja la barra hacia arriba hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,
upper legs,smith machine,Principiante,1433,Sentadilla frontal Smith (agarre limpio),glutes,quadriceps,hamstrings,Coloque la máquina Smith con la barra a la altura de los hombros.,Párese frente a la barra con los pies separados al ancho de los hombros.,"Sujete la barra con un agarre por encima de la mano, con los brazos ligeramente más separados que el ancho de los hombros.","Da un paso atrás y coloca la barra sobre tus hombros delanteros, apoyándola sobre tu clavícula y deltoides.","Mantenga el pecho erguido, la espalda recta y el centro del cuerpo contraído.","Baje el cuerpo doblando las rodillas y las caderas, como si estuviera sentándose en una silla.",calves,Continúa bajando hasta que tus muslos estén paralelos al suelo o ligeramente más abajo.,"Haz una pausa por un momento, luego empuja con los talones para volver a la posición inicial.",core,Repita el número de repeticiones deseado.,,,,
upper legs,smith machine,Principiante,3281,sentadilla completa Smith,glutes,quadriceps,hamstrings,Coloque la máquina Smith con la barra a la altura de los hombros.,Párese con los pies separados al ancho de los hombros y los dedos ligeramente hacia afuera.,"Colócate debajo de la barra y colócala sobre la parte superior de la espalda, apoyándola sobre los trapecios.",Sujete la barra con las manos separadas un poco más que el ancho de los hombros.,"Saque la barra del soporte y dé un paso atrás, manteniendo una postura estable.","Manteniendo el pecho erguido y el centro del cuerpo contraído, inicie la sentadilla empujando las caderas hacia atrás y doblando las rodillas.",calves,Baje el cuerpo hasta que los muslos queden paralelos al suelo o tan bajo como lo permita su flexibilidad.,"Haz una pausa por un momento en la parte inferior, luego empuja con los talones para regresar a la posición inicial.",,Repita el número de repeticiones deseado.,,,,
upper legs,smith machine,Principiante,0755,sentadilla con hack de Smith,glutes,quadriceps,hamstrings,Ajuste la barra en la máquina Smith a una altura adecuada para su cuerpo.,Párese con los pies separados al ancho de los hombros y los dedos de los pies ligeramente apuntando hacia afuera.,"Colóquese debajo de la barra, apoyándola sobre los trapecios superiores y los hombros.","Sujete la barra con un agarre por encima de la mano, con los brazos ligeramente más separados que el ancho de los hombros.",Contraiga el centro del cuerpo y mantenga el pecho erguido mientras retira la barra del soporte.,Da un paso atrás y coloca los pies ligeramente más separados que el ancho de los hombros.,calves,"Dobla las rodillas y baja el cuerpo, manteniendo el pecho erguido y la espalda recta.",Continúa descendiendo hasta que tus muslos estén paralelos al suelo o ligeramente más abajo.,,"Haz una pausa por un momento en la parte inferior, luego empuja con los talones para volver a la posición inicial.",,Repita el número de repeticiones deseado.,,
waist,smith machine,Principiante,0756,elevación de cadera de Smith,abs,glutes,hamstrings,Colóquese en la máquina Smith con la espalda apoyada contra la almohadilla y los pies separados al ancho de los hombros.,"Coloque las manos sobre la barra, ligeramente más separadas que el ancho de los hombros.","Contrae el centro del cuerpo y los glúteos, luego empuja con los talones para levantar las caderas del suelo.",Continúe levantando hasta que su cuerpo forme una línea recta desde las rodillas hasta los hombros.,"Mantén la posición por un momento, luego baja lentamente las caderas hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,
chest,smith machine,Principiante,0757,Press de banca inclinado Smith,pectorals,shoulders,triceps,Ajuste el banco a una inclinación de 30 a 45 grados.,Siéntese en el banco con la espalda plana contra la almohadilla y los pies firmemente apoyados en el suelo.,Sujete la barra con un agarre por encima de la mano y con una separación ligeramente mayor que el ancho de los hombros.,"Saque la barra del soporte y bájela lentamente hacia la parte superior del pecho, manteniendo los codos ligeramente metidos hacia adentro.","Haz una pausa por un momento en la parte inferior, luego empuja la barra hacia arriba hasta la posición inicial, extendiendo completamente los brazos.",Repita el número de repeticiones deseado.,,,,,,,,,
chest,smith machine,Principiante,0758,Press inclinado con agarre inverso Smith,pectorals,triceps,shoulders,Ajuste el asiento de la máquina Smith a un ángulo de inclinación cómodo.,Siéntese en la máquina con la espalda apoyada en la almohadilla y los pies apoyados en el suelo.,"Sujete la barra con un agarre por encima de la mano, con una separación ligeramente mayor que el ancho de los hombros.","Saca la barra del soporte y bájala lentamente hacia el pecho, manteniendo los codos pegados al cuerpo.",Haz una pausa por un momento cuando la barra esté justo encima de tu pecho.,"Empuja la barra hacia arriba hasta la posición inicial, extendiendo completamente los brazos.",,Repita el número de repeticiones deseado.,,,,,,,
chest,smith machine,Principiante,0759,Elevaciones de hombros con barra inclinada Smith,serratus anterior,deltoids,trapezius,Ajuste la máquina Smith a una posición inclinada.,Párese frente a la máquina con los pies separados al ancho de los hombros.,"Sujete la barra con un agarre por encima de la mano, con los brazos ligeramente más separados que el ancho de los hombros.",Mantenga la espalda recta y el centro del cuerpo contraído.,"Levanta la barra hacia el techo, impulsando los codos.","Haz una pausa por un momento en la parte superior, luego baja lentamente la barra hasta la posición inicial.",,Repita el número de repeticiones deseado.,,,,,,,
upper legs,smith machine,Principiante,0760,prensa de piernas Smith,glutes,quadriceps,hamstrings,Ajuste el asiento y el reposapiés de la máquina Smith a una posición cómoda.,Siéntese en la máquina con la espalda apoyada contra el respaldo y los pies separados al ancho de los hombros sobre el reposapiés.,Sujete las manijas o los lados de la máquina para mayor estabilidad.,Empuje el reposapiés hacia afuera extendiendo las piernas y manteniendo la espalda contra el respaldo.,Haga una pausa por un momento en la posición completamente extendida.,"Doble lentamente las rodillas y baje el reposapiés hacia usted, volviendo a la posición inicial.",calves,Repita el número de repeticiones deseado.,,,,,,,
upper legs,smith machine,Principiante,1434,Sentadilla con barra baja Smith,glutes,quadriceps,hamstrings,Coloca la máquina Smith con la barra a una altura que te permita apoyarla cómodamente sobre la parte superior de la espalda.,Párese con los pies separados al ancho de los hombros y los dedos ligeramente hacia afuera.,"Colócate debajo de la barra y colócala sobre la parte superior de la espalda, apoyándola sobre los trapecios.",Sujete la barra con las manos separadas un poco más que el ancho de los hombros.,Saque la barra del soporte estirando las piernas y alejándose del soporte.,Respira profundamente y tensa el centro del cuerpo.,calves,Inicie la sentadilla empujando las caderas hacia atrás y doblando las rodillas.,Baje el cuerpo hasta que los muslos queden paralelos al suelo o ligeramente más abajo.,,Mantenga el pecho erguido y la espalda recta durante todo el movimiento.,,"Empuja los talones para volver a levantarte, extendiendo las caderas y las rodillas.",,Repita el número de repeticiones deseado.
upper arms,smith machine,Principiante,1683,curl de bíceps en máquina Smith,biceps,forearms,,Ajuste la altura de la barra de la máquina Smith para que esté al nivel de la cintura.,Párese frente a la máquina Smith con los pies separados al ancho de los hombros.,Sujete la barra con un agarre por debajo de la mano y con las manos ligeramente más separadas que el ancho de los hombros.,Mantenga los codos cerca de los costados y la parte superior de los brazos quieta.,"Exhala y levanta la barra hacia los hombros, contrayendo los bíceps.","Haz una pausa por un momento en la parte superior del movimiento, apretando los bíceps.",,Inhala y baja lentamente la barra hasta la posición inicial.,Repita el número de repeticiones deseado.,,,,,,
upper arms,smith machine,Principiante,1625,Press de banca con agarre cerrado en declive en máquina Smith,triceps,chest,shoulders,Ajuste el banco de la máquina Smith a una posición inclinada.,Acuéstese en el banco con los pies firmemente apoyados en el suelo.,"Sujete la barra con un agarre firme, con los brazos ligeramente más separados que el ancho de los hombros.","Saque la barra del soporte y bájela lentamente hacia el pecho, manteniendo los codos cerca del cuerpo.",Haz una pausa por un momento cuando la barra esté justo encima de tu pecho.,"Empuja la barra hacia arriba hasta la posición inicial, extendiendo completamente los brazos.",,Repita el número de repeticiones deseado.,,,,,,,
